401.018,0.27839,0.254247,0.293926,0.317971,0.351345,0.342107,0.365441
400.969,0.40616,0.372361,0.430474,0.465689,0.514568,0.501038,0.535213
400.92,0.586878,0.540107,0.624399,0.675479,0.746377,0.726752,0.776322
400.871,0.839855,0.775893,0.896983,0.970361,1.07221,1.04402,1.11523
400.823,1.19033,1.1039,1.27618,1.38058,1.52548,1.48537,1.58669
400.774,1.67085,1.55548,1.79823,1.94534,2.14952,2.093,2.23576
400.725,2.3228,2.17072,2.5095,2.71479,2.99973,2.92086,3.12008
400.676,3.19812,3.00021,3.46844,3.75217,4.146,4.03699,4.31234
400.627,4.36096,4.10681,4.74774,5.13613,5.67522,5.52599,5.90291
400.578,5.88948,5.56755,6.43645,6.96298,7.69382,7.49152,8.0025
400.529,7.87731,7.47532,8.64196,9.34891,10.3302,10.0586,10.7446
400.48,10.4348,9.94035,11.4917,12.4318,13.7366,13.3754,14.2877
400.432,13.6899,13.0912,15.1343,16.3724,18.0908,17.6151,18.8166
400.383,17.7876,17.0752,19.74,21.3548,23.5963,22.9758,24.543
400.334,22.8899,22.0575,25.4999,27.5859,30.4814,29.6799,31.7043
400.285,29.1727,28.2198,32.6239,35.2927,38.997,37.9716,40.5616
400.236,36.8227,35.7567,41.3371,44.7186,49.4123,48.1131,51.3948
400.187,46.0321,44.8711,51.874,56.1175,62.0077,60.3772,64.4954
400.138,56.9918,55.7678,64.4712,69.7453,77.0658,75.0394,80.1577
400.089,69.8828,68.6445,79.3576,85.8494,94.8603,92.366,98.6661
400.04,84.8661,83.6825,96.7425,104.657,115.641,112.601,120.281
399.992,102.071,101.035,116.803,126.358,139.62,135.949,145.222
399.943,121.585,120.812,139.667,151.093,166.951,162.561,173.65
399.894,143.438,143.074,165.402,178.933,197.714,192.515,205.647
399.845,167.592,167.808,193.998,209.868,231.895,225.798,241.199
399.796,193.932,194.928,225.35,243.784,269.372,262.289,280.179
399.747,222.255,224.254,259.253,280.461,309.898,301.75,322.332
399.698,252.266,255.514,295.391,319.555,353.096,343.811,367.262
399.649,283.579,288.332,333.331,360.6,398.448,387.971,414.434
399.6,315.714,322.24,372.531,403.005,445.305,433.596,463.171
399.552,348.114,356.674,412.339,446.07,492.89,479.929,512.665
399.503,380.15,390.994,452.014,488.992,540.316,526.109,561.994
399.454,411.145,424.497,490.746,530.892,586.615,571.19,610.15
399.405,440.393,456.442,527.677,570.843,630.76,614.174,656.066
399.356,467.19,486.074,561.934,607.903,671.709,654.047,698.658
399.307,490.853,512.656,592.665,641.148,708.443,689.815,736.866
399.258,510.76,535.496,619.069,669.712,740.005,720.547,769.694
399.209,526.366,553.978,640.435,692.826,765.546,745.416,796.259
399.16,537.237,567.591,656.172,709.85,784.357,763.732,815.825
399.112,543.063,575.949,665.835,720.304,795.907,774.979,827.839
399.063,543.676,578.814,669.147,723.887,799.867,778.835,831.958
399.014,539.06,576.104,666.014,720.497,796.121,775.187,828.062
398.965,529.346,567.896,656.525,710.232,784.778,764.143,816.264
398.916,514.812,554.425,640.952,693.385,766.163,746.017,796.901
398.867,495.866,536.072,619.734,670.432,740.801,721.322,770.522
398.818,473.027,513.346,593.461,642.01,709.395,690.742,737.856
398.769,446.904,486.859,562.841,608.884,672.793,655.102,699.785
398.72,418.166,457.301,528.67,571.918,631.947,615.33,657.301
398.672,387.516,425.41,491.802,532.034,587.877,572.419,611.463
398.623,355.661,391.94,453.109,490.176,541.625,527.383,563.355
398.574,323.288,357.634,413.448,447.27,494.216,481.221,514.044
398.525,291.038,323.194,373.633,404.198,446.623,434.88,464.542
398.476,259.487,289.264,334.408,361.764,399.735,389.224,415.773
398.427,229.133,256.408,296.424,320.673,354.331,345.014,368.547
398.378,200.386,225.1,260.23,281.518,311.067,302.887,323.547
398.329,173.561,195.715,226.26,244.769,270.46,263.348,281.311
398.28,148.882,168.531,194.833,210.772,232.895,226.771,242.238
398.232,126.485,143.729,166.16,179.753,198.62,193.397,206.588
398.183,106.425,121.398,140.344,151.825,167.761,163.35,174.491
398.134,88.686,101.552,117.401,127.004,140.335,136.645,145.965
398.085,73.1933,84.1335,97.2638,105.221,116.265,113.207,120.929
398.036,59.8266,69.033,79.8067,86.3353,95.3971,92.8887,99.2244
397.987,48.431,56.0984,64.8535,70.1588,77.5228,75.4843,80.633
397.938,38.8292,45.1493,52.1956,56.4654,62.3921,60.7515,64.8953
397.889,30.8319,35.988,41.6045,45.008,49.732,48.4244,51.7273
397.841,24.2465,28.41,32.8438,35.5306,39.2599,38.2276,40.835
397.792,18.8844,22.2121,25.6787,27.7793,30.6951,29.888,31.9266
397.743,14.5668,17.1995,19.8838,21.5103,23.7681,23.1431,24.7217
397.694,11.1284,13.1901,15.2486,16.496,18.2275,17.7482,18.9588
397.645,8.41985,10.0181,11.5816,12.529,13.8441,13.4801,14.3995
397.596,6.30934,7.53582,8.71191,9.42459,10.4138,10.14,10.8316
397.547,4.68242,5.61412,6.49029,7.02123,7.75818,7.55418,8.06944
397.498,3.44161,4.14227,4.78874,5.18048,5.72423,5.57372,5.95389
397.449,2.50531,3.02693,3.49933,3.78559,4.18293,4.07294,4.35075
397.401,1.8062,2.19065,2.53253,2.7397,3.02727,2.94767,3.14872
397.352,1.28967,1.57018,1.81523,1.96372,2.16984,2.11278,2.25689
397.303,0.912,1.11463,1.28859,1.394,1.54031,1.49981,1.60211
