406.64,6.43394
406.591,177.845
406.542,-121.779
406.493,27.5541
406.444,-114.11
406.396,24.2242
406.347,-115.442
406.298,-94.1405
406.249,265.267
406.2,131.738
406.151,-65.8837
406.102,122.492
406.053,206.944
406.004,171.41
405.956,-19.1879
405.907,29.1746
405.858,-41.4691
405.809,-81.1436
405.76,2.194
405.711,12.5579
405.662,-154.122
405.613,74.2154
405.564,-22.4103
405.516,101.972
405.467,54.3752
405.418,-212.309
405.369,-40.0201
405.32,32.3375
405.271,-29.3019
405.222,-220.012
405.173,-6.7157
405.125,140.682
405.076,-14.9234
405.027,-14.5719
404.978,42.7957
404.929,122.202
404.88,-7.40642
404.831,7.95349
404.782,-33.694
404.733,-76.365
404.685,153.016
404.636,18.424
404.587,-106.241
404.538,-94.9374
404.489,-68.6235
404.44,106.747
404.391,120.17
404.342,26.5711
404.293,117.971
404.245,86.3883
404.196,-4.22891
404.147,42.1415
404.098,16.5176
404.049,-126.153
404,33.1804
403.951,-38.4613
403.902,26.8952
403.853,142.302
403.805,57.7181
403.756,-21.9122
403.707,4.44267
403.658,103.833
403.609,65.2397
403.56,228.682
403.511,59.122
403.462,443.622
403.413,222.168
403.365,237.657
403.316,65.101
403.267,303.564
403.218,352.107
403.169,39.5755
403.12,338.04
403.071,396.605
403.022,184.126
402.974,189.589
402.925,266.075
402.876,484.643
402.827,281.214
402.778,612.821
402.729,337.443
402.68,493.03
402.631,555.677
402.582,466.315
402.534,464.927
402.485,801.63
402.436,737.406
402.387,744.164
402.338,881.958
402.289,1176.87
402.24,1013.81
402.191,1102.73
402.142,1169.68
402.094,1300.68
402.045,1362.73
401.996,1623.85
401.947,1709.06
401.898,2126.39
401.849,2359.88
401.8,2217.38
401.751,2752.97
401.702,2901.72
401.654,3467.64
401.605,3808.77
401.556,4180.07
401.507,4813.6
401.458,5225.36
401.409,5694.32
401.36,6284.5
401.311,7028.98
401.262,7544.73
401.214,8533.81
401.165,8804.14
401.116,9550.64
401.067,10136.4
401.018,10778.3
400.969,11433.5
400.92,12236.9
400.871,12474.4
400.822,13130
400.774,13413.7
400.725,13268.1
400.676,13864.5
400.627,13598.7
400.578,13409.5
400.529,13265
400.48,12621.9
400.431,12508.3
400.383,11625.2
400.334,10874.2
400.285,10342.6
400.236,9600.33
400.187,8710.23
400.138,7934.33
400.089,7102.65
400.04,6132.14
399.991,5668.9
399.943,4917.02
399.894,4436.49
399.845,3772.37
399.796,3156.63
399.747,2933.43
399.698,2634.88
399.649,2368
399.6,1892.78
399.551,2094.38
399.503,1992.96
399.454,1836.46
399.405,1761.93
399.356,1898.5
399.307,1919.26
399.258,1612.12
399.209,1759.18
399.16,1791.58
399.111,1617.29
399.063,1578.34
399.014,1692.86
398.965,1571.87
398.916,1322.31
398.867,1597.35
398.818,1183.97
398.769,1239.13
398.72,1092.96
398.671,897.4
398.623,1014.54
398.574,951.441
398.525,633.981
398.476,830.236
398.427,644.24
398.378,602.918
398.329,497.275
398.28,611.336
398.231,450.058
398.183,488.39
398.134,426.324
398.085,287.772
398.036,269.703
397.987,339.129
397.938,271.989
397.889,113.168
397.84,95.6288
397.792,101.365
397.743,172.348
397.694,34.4857
397.645,255.769
397.596,-72.9064
397.547,-87.6546
397.498,-135.443
397.449,-117.307
397.4,120.793
397.352,-187.272
397.303,115.482
397.254,-135.961
397.205,-135.714
397.156,-72.7107
397.107,-58.9693
397.058,95.5195
397.009,-9.29089
396.96,-104.48
396.912,-35.0068
396.863,-0.837844
396.814,-90.019
396.765,202.524
396.716,-11.2406
396.667,-115.417
396.618,120.128
396.569,-31.61
396.52,-21.6824
396.472,61.9881
396.423,35.4042
396.374,-241.522
396.325,-158.745
396.276,-144.17
396.227,-67.7843
396.178,-152.601
396.129,-1.5858
396.08,-173.749
396.032,-94.0967
395.983,54.4731
395.934,-135.102
395.885,52.1998
395.836,-159.616
395.787,9.45624
395.738,-4.51868
395.689,37.4329
395.641,-23.6937
395.592,-116.928
395.543,-148.256
395.494,-80.6247
395.445,66.0214
395.396,25.6573
395.347,-87.7849
395.298,-146.306
395.249,61.188
395.201,-119.334
395.152,-154.936
395.103,-163.568
395.054,22.8342
395.005,-37.7409
394.956,-112.365
394.907,-44
394.858,-60.6286
394.809,116.781
394.761,-18.8034
394.712,25.5818
394.663,103.415
