403.658,0.273412,0.342868,0.279443,0.302732,0.26048,0.246978,0.239623
403.609,0.401964,0.50115,0.408446,0.442486,0.380729,0.360994,0.350243
403.56,0.585279,0.725463,0.591264,0.64054,0.551141,0.522573,0.50701
403.511,0.844006,1.04008,0.847686,0.918332,0.790162,0.749205,0.726892
403.462,1.20541,1.47682,1.20364,1.30395,1.12196,1.0638,1.03212
403.414,1.70502,2.0768,1.69263,1.83369,1.57776,1.49598,1.45143
403.365,2.38853,2.89246,2.3574,2.55387,2.19743,2.08353,2.02147
403.316,3.31389,3.98975,3.25171,3.52271,3.03105,2.87394,2.78835
403.267,4.55356,5.45043,4.44219,4.8124,4.14074,3.92611,3.80918
403.218,6.19686,7.37432,6.0102,6.51108,5.60234,5.31195,5.15375
403.169,8.35214,9.88143,8.05353,8.72471,7.50702,7.1179,6.90591
403.12,11.1489,13.1136,10.6878,11.5786,9.96257,9.44617,9.16484
403.071,14.7391,17.2359,14.0475,15.2183,13.0943,12.4155,12.0458
403.023,19.2981,22.4363,18.2859,19.8099,17.045,16.1615,15.6802
402.974,25.0246,28.925,23.5744,25.539,21.9746,20.8356,20.215
402.925,32.1384,36.932,30.1002,32.6087,28.0576,26.6032,25.8109
402.876,40.8779,46.7023,38.0632,41.2353,35.4802,33.6411,32.6392
402.827,51.4944,58.4898,47.6702,51.643,44.4353,42.132,40.8772
402.778,64.2446,72.5485,59.1282,64.0559,55.1158,52.2589,50.7025
402.729,79.3816,89.1215,72.6356,78.689,67.7065,64.197,62.2851
402.68,97.1425,108.429,88.3711,95.7359,82.3742,78.1044,75.7783
402.631,117.735,130.65,106.482,115.356,99.2563,94.1115,91.3086
402.583,141.321,155.914,127.072,137.662,118.449,112.309,108.965
402.534,168.003,184.274,150.186,162.703,139.995,132.738,128.785
402.485,197.802,215.7,175.799,190.45,163.869,155.375,150.748
402.436,230.649,250.059,203.802,220.787,189.972,180.125,174.761
402.387,266.366,287.105,233.995,253.497,218.116,206.811,200.651
402.338,304.658,326.472,266.08,288.255,248.024,235.168,228.164
402.289,345.107,367.669,299.657,324.63,279.322,264.843,256.956
402.24,387.168,410.086,334.227,362.081,311.546,295.397,286.6
402.191,430.182,453,369.203,399.972,344.149,326.31,316.592
402.143,473.381,495.597,403.92,437.583,376.51,356.994,346.362
402.094,515.913,536.989,437.655,474.129,407.956,386.81,375.29
402.045,556.863,576.246,469.651,508.791,437.78,415.088,402.726
401.996,595.287,612.431,499.142,540.74,465.27,441.153,428.015
401.947,630.246,644.634,525.387,569.173,489.734,464.349,450.52
401.898,660.847,672.008,547.698,593.343,510.531,484.068,469.652
401.849,686.274,693.814,565.47,612.596,527.097,499.775,484.891
401.8,705.832,709.443,578.208,626.395,538.971,511.033,495.814
401.751,718.97,718.452,585.551,634.35,545.815,517.523,502.11
401.703,725.315,720.585,587.289,636.233,547.435,519.059,503.601
401.654,724.684,715.778,583.371,631.989,543.784,515.597,500.241
401.605,717.095,704.171,573.911,621.741,534.966,507.236,492.129
401.556,702.768,686.095,559.179,605.781,521.233,494.215,479.496
401.507,682.107,662.059,539.589,584.558,502.972,476.901,462.698
401.458,655.692,632.725,515.682,558.658,480.687,455.771,442.198
401.409,624.243,598.88,488.098,528.775,454.975,431.392,418.544
401.36,588.591,561.398,457.549,495.681,426.5,404.393,392.349
401.311,549.642,521.205,424.791,460.193,395.965,375.44,364.259
401.263,508.338,479.24,390.588,423.14,364.083,345.211,334.93
401.214,465.62,436.418,355.688,385.331,331.551,314.365,305.003
401.165,422.393,393.604,320.794,347.529,299.025,283.525,275.081
401.116,379.497,351.578,286.542,310.423,267.098,253.253,245.71
401.067,337.681,311.022,253.488,274.614,236.287,224.039,217.366
401.018,297.585,272.5,222.092,240.601,207.021,196.29,190.444
400.969,259.73,236.455,192.715,208.776,179.637,170.326,165.253
400.92,224.511,203.206,165.616,179.419,154.378,146.376,142.016
400.871,192.204,172.954,140.961,152.708,131.395,124.584,120.874
400.823,162.964,145.791,118.822,128.725,110.759,105.018,101.89
400.774,136.844,121.713,99.1985,107.466,92.4669,87.674,85.0628
400.725,113.807,100.636,82.0198,88.8553,76.4539,72.491,70.332
400.676,93.7383,82.4084,67.1643,72.7617,62.6065,59.3613,57.5934
400.627,76.4666,66.834,54.4709,59.0104,50.7745,48.1426,46.7088
400.578,61.7778,53.6821,43.7519,47.3981,40.7828,38.6689,37.5173
400.529,49.4311,42.704,34.8045,37.7051,32.4426,30.761,29.8449
400.48,39.1718,33.6444,27.4208,29.706,25.56,24.2351,23.5133
400.432,30.7435,26.2521,21.3959,23.1791,19.944,18.9102,18.347
400.383,23.8968,20.2872,16.5344,17.9124,15.4124,14.6135,14.1783
400.334,18.3964,15.5269,12.6547,13.7094,11.796,11.1845,10.8514
400.285,14.0259,11.7694,9.5923,10.3917,8.94136,8.47789,8.2254
400.236,10.591,8.83552,7.2011,7.80124,6.71243,6.3645,6.17495
400.187,7.92042,6.56924,5.35404,5.80024,4.99072,4.73203,4.5911
400.138,5.86632,4.83731,3.94249,4.27106,3.67495,3.48447,3.38069
400.089,4.30319,3.52776,2.87519,3.1148,2.68008,2.54116,2.46548
400.04,3.12623,2.54801,2.07667,2.24974,1.93575,1.83541,1.78075
399.992,2.24935,1.82268,1.48551,1.60931,1.3847,1.31293,1.27383
399.943,1.60288,1.29129,1.05242,1.14013,0.981005,0.930156,0.902454
399.894,1.13123,0.906034,0.738433,0.799973,0.688323,0.652644,0.633207
399.845,0.790689,0.629609,0.513142,0.555907,0.47832,0.453527,0.44002
399.796,0.547353,0.433316,0.35316,0.382592,0.329194,0.312131,0.302835
399.747,0.375263,0.295355,0.240719,0.260781,0.224384,0.212753,0.206417
