77.98;27.33670095;8.55239265;14.591314;26.13280963;0.000135291
77.93;27.85958286;8.7313322;14.92589117;26.81217209;0.00023857
77.88;28.39760867;8.915945148;15.27209464;27.51827322;0.000416761
77.83;28.95136877;9.106473814;15.63046867;28.25252924;0.000721246
77.78;29.5214826;9.303173589;16.00158971;29.01645104;0.001236531
77.73;30.10860035;9.506313795;16.38606871;29.81165179;0.002100156
77.68;30.71340488;9.716178602;16.7845536;30.63985533;0.003533649
77.63;31.33661365;9.93306802;17.19773202;31.5029054;0.005890067
77.58;31.97898084;10.15729897;17.62633428;32.40277568;0.009726176
77.53;32.6412997;10.38920646;18.07113656;33.34158096;0.015910693
77.48;33.32440491;10.6291448;18.53296442;34.32158927;0.025784645
77.43;34.02917529;10.87748896;19.01269657;35.34523542;0.041395991
77.38;34.75653655;11.13463609;19.51126908;36.4151358;0.065838586
77.33;35.50746439;11.40100703;20.02967991;37.5341048;0.103735588
77.28;36.28298774;11.67704806;20.56899383;38.70517296;0.161919863
77.23;37.08419228;11.96323279;21.13034792;39.9316071;0.250378802
77.18;37.91222425;12.26006416;21.71495749;41.21693261;0.3835483
77.13;38.76829457;12.56807665;22.32412262;42.56495828;0.582059846
77.08;39.6536832;12.8878387;22.95923534;43.97980385;0.875064958
77.03;40.56974399;13.21995533;23.62178756;45.46593086;1.30328087
76.98;41.51790982;13.56507098;24.31337974;47.0281769;1.922918256
76.93;42.49969819;13.92387263;25.03573049;48.67179409;2.810662501
76.88;43.51671732;14.29709325;25.79068722;50.40249211;4.069880435
76.83;44.57067272;14.6855155;26.58023779;52.22648646;5.838209518
76.78;45.66337432;15.08997586;27.40652354;54.15055278;8.296650146
76.73;46.79674427;15.51136911;28.27185373;56.18208803;11.6802181
76.68;47.97282533;15.95065326;29.17872145;58.32917944;16.29011693
76.63;49.19379015;16.40885502;30.12982155;60.60068265;22.50725472
76.58;50.46195124;16.88707577;31.12807038;63.00631003;30.80675287
76.53;51.77977192;17.38649819;32.17662802;65.55673117;41.77287805
76.48;53.14987828;17.90839351;33.27892305;68.26368708;56.11357597
76.43;54.57507229;18.45412967;34.43868027;71.14012051;74.67351051
76.38;56.05834605;19.02518019;35.65995193;74.20032487;98.44422984
76.33;57.60289754;19.62313416;36.94715271;77.46011493;128.5698204
76.28;59.21214782;20.24970724;38.30509924;80.93702297;166.3461997
