406.64,31.1006
406.591,-212.594
406.542,101.732
406.493,153.169
406.444,50.5898
406.396,-124.073
406.347,73.2718
406.298,-20.3525
406.249,131.041
406.2,-83.5853
406.151,-161.299
406.102,29.0205
406.053,121.426
406.004,137.864
405.956,123.302
405.907,-37.3122
405.858,3.03721
405.809,-56.6192
405.76,206.786
405.711,20.214
405.662,-199.48
405.613,45.8332
405.564,-21.7998
405.516,70.5747
405.467,-45.0579
405.418,28.2968
405.369,-171.387
405.32,-48.093
405.271,-65.7675
405.222,-28.4362
405.173,-54.1013
405.125,95.2709
405.076,15.6641
405.027,-1.97205
404.978,-113.647
404.929,-7.32386
404.88,-113
404.831,68.3459
404.782,-8.27621
404.733,91.1085
404.685,18.5013
404.636,31.8763
404.587,-111.788
404.538,103.569
404.489,103.992
404.44,165.433
404.391,-15.1624
404.342,-57.8246
404.293,93.5459
404.245,250.009
404.196,223.512
404.147,-111.095
404.098,-72.7903
404.049,-20.4586
404,-5.10659
403.951,113.286
403.902,76.7028
403.853,266.166
403.805,10.6091
403.756,-36.0388
403.707,46.324
403.658,211.762
403.609,-80.8393
403.56,127.534
403.511,-55.084
403.462,178.313
403.413,354.833
403.365,262.379
403.316,245.891
403.267,228.394
403.218,190.88
403.169,302.388
403.12,218.904
403.071,333.429
403.022,12.8923
402.974,109.288
402.925,399.799
402.876,509.431
402.827,338.043
402.778,446.636
402.729,350.232
402.68,454.83
402.631,549.486
402.582,652.2
402.534,635.939
402.485,820.727
402.436,510.474
402.387,731.191
402.338,787.988
402.289,791.799
402.24,966.659
402.191,954.562
402.142,1064.49
402.094,1310.51
402.045,1258.58
401.996,1425.68
401.947,1730.91
401.898,1721.2
401.849,1954.55
401.8,2304.05
401.751,2745.77
401.702,2803.61
401.654,3451.63
401.605,3586.85
401.556,4204.26
401.507,4163.79
401.458,5245.58
401.409,5634.76
401.36,6034.11
401.311,6769.72
401.262,7415.67
401.214,7958.88
401.165,8765.4
401.116,9740.34
401.067,10059.5
401.018,10696.9
400.969,11624.6
400.92,11656.4
400.871,12540.3
400.822,12893.4
400.774,13342.5
400.725,13629.6
400.676,13802.6
400.627,13898.5
400.578,13833.1
400.529,13280.3
400.48,12834.8
400.431,12596.9
400.383,12087.4
400.334,11331.3
400.285,10655.3
400.236,9886.62
400.187,8944.08
400.138,8292.72
400.089,7171.49
400.04,6393.36
399.991,5452.39
399.943,5226.76
399.894,4720.62
399.845,4109.86
399.796,3557.49
399.747,3014.57
399.698,2609.15
399.649,2474.4
399.6,2154.38
399.551,2029.13
399.503,2046.79
399.454,2004.44
399.405,2103.14
399.356,1619.81
399.307,1901.56
399.258,1769.54
399.209,1802.73
399.16,1889.26
399.111,2103.22
399.063,1724.52
399.014,1580.12
398.965,1670.2
398.916,1574.81
398.867,1567.97
398.818,1505.74
398.769,1262.06
398.72,1196.98
398.671,935.503
398.623,998.694
398.574,1005.65
398.525,1037.36
398.476,805.758
398.427,801.835
398.378,776.639
398.329,636.114
398.28,480.201
398.231,782.006
398.183,562.481
398.134,392.447
398.085,346.917
398.036,620.984
397.987,235.498
397.938,311.352
397.889,333.617
397.84,268.201
397.792,183.018
397.743,0.979799
397.694,-103.971
397.645,27.2074
397.596,72.511
397.547,70.8511
397.498,-54.8703
397.449,86.3461
397.4,3.4725
397.352,-118.608
397.303,47.1436
397.254,146.765
397.205,-56.8845
397.156,-23.8476
397.107,-102.107
397.058,149.386
397.009,-14.4083
396.96,-58.5878
396.912,-112.127
396.863,45.032
396.814,180.944
396.765,-55.5065
396.716,5.66054
396.667,-62.4977
396.618,-22.98
396.569,-104.781
396.52,17.1352
396.472,-122.237
396.423,57.1319
396.374,53.297
396.325,99.2317
396.276,109.955
396.227,107.465
396.178,-47.2717
396.129,-151.273
396.08,123.605
396.032,-69.6519
395.983,-5.0935
395.934,42.3649
395.885,-181.352
395.836,4.80949
395.787,-29.0837
395.738,81.956
395.689,-299.167
395.641,-66.4078
395.592,-47.6376
395.543,126.133
395.494,176.92
395.445,-104.408
395.396,66.1903
395.347,-74.2369
395.298,196.344
395.249,-171.13
395.201,-133.728
395.152,-151.339
395.103,-74.9504
395.054,81.4936
395.005,2.94811
394.956,-64.6524
394.907,34.7472
394.858,94.1868
394.809,172.661
394.761,-39.9108
394.712,-14.5439
394.663,27.2153
