78.33;486.3980319;235.0483177;122.8080047;112.1653727
78.28;137.7084118;364.4027626;10.15519999;-85.16903338
78.23;156.0994599;120.8530646;167.9329333;-235.9567943
78.18;-388.6470426;21.02613231;33.88243922;72.19840485
78.13;-161.0023005;70.76860596;-199.4940966;318.5991569
78.08;-330.0406721;87.20389388;330.0894806;105.6063347
78.03;-35.38417292;97.04457268;477.9505692;127.2403409
77.98;-102.5678817;-146.4920812;426.4396818;61.42136695
77.93;-165.843491;-441.1821924;99.44629142;138.0868667
77.88;184.0602453;-216.8382072;176.6225872;-296.1783938
77.83;-90.96616127;-568.6813476;-42.49580096;105.1913048
77.78;-56.01244274;-356.4499029;-124.4361924;78.35266523
77.73;-53.94681918;69.4394379;-154.5612808;-268.8156181
77.68;-225.8888834;-158.4775286;-382.1152245;40.53700683
77.63;-290.7725963;-99.86051596;-12.49857236;113.5207006
77.58;-243.5576526;-233.2638918;-20.50378266;-177.4582253
77.53;-333.3445099;304.5091491;-188.073395;-15.45516934
77.48;-754.8107136;9.507593722;-215.2958962;224.0862823
77.43;-916.9570833;-329.552418;244.8383522;17.10603844
77.38;-802.6363447;-106.0673426;-75.361497;84.47740358
77.33;-892.315317;-98.24151;-270.0924839;322.6978845
77.28;-756.8582055;17.34821104;299.9375882;398.6451607
77.23;-918.033591;-425.4850294;509.7674915;421.9026461
77.18;-1013.457969;-235.5817378;426.4397738;607.4684421
77.13;-780.8499022;-384.239378;437.5257553;732.0501107
77.08;-585.0443986;-598.3612685;595.8165208;492.4913658
77.03;-328.97374;-524.0283768;-47.97521278;824.9596131
76.98;-621.0350817;-203.4510248;605.7231847;842.1736244
76.93;-777.1183744;-227.8802358;956.7754702;879.3396384
76.88;-796.3463697;-7.884044163;782.31651;1044.890554
76.83;-754.2400412;599.2385853;371.0056857;1082.559415
76.78;-704.6039782;758.6079404;692.2312191;1526.203712
76.73;-591.5827876;240.0483033;701.9208919;1183.690584
76.68;-667.5708006;766.0510352;1210.440318;1670.643525
76.63;-783.0562748;1028.724892;1977.592247;2439.498217
76.58;-469.4332534;881.5293767;1454.487353;2617.07454
76.53;-127.3403676;1299.267912;1913.043234;3810.258503
76.48;-477.9665679;1325.740026;2898.661898;3834.610722
76.43;121.5356711;1349.384902;3242.355377;3822.968271
76.38;254.0170724;1523.115002;3303.407672;4549.595641
76.33;174.238931;1997.161731;4648.823991;5295.099263
76.28;434.8953456;2357.893638;4767.915026;6396.326699
76.23;198.7308268;2102.253062;4866.971972;7183.39603
76.18;555.3352751;2829.881098;6247.587099;7657.649839
76.13;4.057740549;3164.048419;6466.405047;8030.361634
76.08;449.0288929;3773.913961;6528.705623;9475.561475
76.03;730.9573136;4119.036062;7901.702783;11348.08656
75.98;1158.235859;4750.857295;8880.806952;11542.01877
75.93;1080.776676;5114.51731;8760.32246;12976.86449
75.88;952.0768058;5582.625172;9486.004582;13722.15411
75.83;1742.886192;6585.303941;11409.14445;14611.76994
75.78;1699.199982;7293.25403;12055.61626;15524.57616
75.73;2903.487736;8150.533838;13214.76182;16383.04987
75.68;2884.912186;8758.241301;13924.43169;17385.08252
75.63;2907.176459;8255.652812;14326.24071;18651.74048
75.58;3060.323401;9774.791858;15711.52397;18544.8685
75.53;2867.798105;9945.29141;16644.57166;18787.28468
75.48;3982.864704;10198.17386;16845.01169;19625.20689
75.43;3384.46843;10426.60274;16015.06257;20026.53669
75.38;4376.037244;11007.45229;16643.438;20018.17722
75.33;3952.272134;11226.44611;16467.32631;19837.98948
75.28;4384.114368;11162.07648;16424.61893;19795.88955
75.23;4613.613992;11307.72821;16054.65873;18824.02926
75.18;4272.389354;11359.80037;15668.73265;19492.99768
75.13;4701.237378;11774.49929;15497.08354;19049.59552
75.08;5424.703768;12406.92562;14513.32777;18141.61023
75.03;5217.741855;11742.86593;15064.68774;17275.60386
74.98;5594.424667;12172.16392;14677.26603;16917.70801
74.93;5952.153954;11839.56601;14482.84693;16063.26013
74.88;6581.892987;11620.86848;13930.4691;15382.39783
74.83;6714.190924;11821.57802;13377.78056;15104.1823
74.78;6771.260183;10781.16223;13118.48786;13559.36293
74.73;6322.297162;11694.59647;12701.30258;12294.39432
74.68;6170.660223;11217.86601;12834.1459;12090.51287
74.63;6769.427074;10857.59262;12149.77508;12119.62462
74.58;6446.776038;11541.93973;12406.08762;12388.90821
74.53;6877.290215;11799.16792;12740.73802;12125.22575
74.48;7164.006995;11825.51068;12783.33473;11972.65899
74.43;6576.653021;12568.00766;13517.99814;11876.20011
74.38;6904.75055;13546.35237;14023.02286;11570.65872
74.33;7032.358759;14000.17339;14623.43948;13578.13003
74.28;7231.005602;14482.15384;15834.83545;14758.88348
74.23;7102.480685;14745.56523;16784.23156;15542.99649
74.18;7337.351909;15828.90708;17641.95974;15674.47832
74.13;7634.719679;16220.70991;17005.42311;15548.29371
74.08;6849.606092;16968.40183;17060.69223;15862.9327
74.03;7030.957952;15925.35751;16181.49963;14934.02136
73.98;8286.343405;15609.81064;15908.66261;14477.99188
73.93;8918.08088;14401.50389;14419.05918;13209.80964
73.88;8985.904004;15379.15056;13793.18837;12099.85496
73.83;9197.602047;14810.0947;12354.64391;10913.27159
73.78;10302.98091;15216.70643;11505.20026;10009.64571
73.73;10895.7625;16115.91804;12065.99427;8973.24499
73.68;11579.82205;16250.2544;12446.47571;8910.884402
73.63;11760.67542;16973.95843;11913.53652;8835.753166
73.58;11528.58385;16969.52083;11090.7758;7835.142269
73.53;10364.77957;15651.65055;10821.05855;7565.830568
73.48;9883.534634;13552.96346;9311.64654;6838.859453
73.43;11213.12325;12283.81614;8996.858493;7566.057579
73.38;11954.96553;11362.6879;8348.088378;7090.285059
73.33;12267.316;11925.7953;7424.513285;7058.00773
73.28;14458.94178;13012.34932;8145.660055;7766.940857
73.23;18200.25092;14860.39082;8535.519907;7843.625817
73.18;21660.9485;15093.00105;10120.59948;8688.836998
73.13;24439.06739;16427.71146;10401.58046;8958.643997
73.08;22939.30162;15920.29704;9682.11087;9570.343061
73.03;19664.5267;14288.3105;9667.968397;7982.420278
72.98;19204.89389;14049.4753;10559.98686;8251.047904
72.93;20987.69587;13210.00813;10986.29806;9585.526603
72.88;27009.16056;15553.20753;12665.44606;11092.92089
72.83;38940.6099;21890.93183;17902.34255;15320.93234
72.78;67405.15624;37160.50177;28737.48254;25564.9085
72.73;102224.1917;54193.73196;41406.34049;35779.34237
72.68;103226.9603;55046.2914;43082.87107;37148.46829
72.63;70602.59032;44346.79627;35640.83858;31954.37928
72.58;44005.64146;32221.73107;28804.37202;25026.76888
72.53;28691.9333;23818.70994;21465.04911;19588.48799
72.48;20330.13641;16606.5451;14953.84675;14192.87609
72.43;14098.60864;11063.3962;10299.7662;10029.82344
72.38;9520.017858;7902.111407;7277.173895;6787.24553
72.33;6510.059242;5347.349118;5125.320287;4282.401172
72.28;4949.236928;4238.218279;3430.107981;3165.926916
72.23;3167.241433;2950.312639;2235.980424;2073.302875
72.18;2311.572553;1908.159828;1445.009908;1415.121317
72.13;1540.545851;1385.311658;806.7241399;1268.083757
72.08;1092.105197;935.4306566;686.207374;522.0822883
72.03;831.576673;610.9412715;543.3340013;360.6346025
71.98;880.755365;597.3239695;398.3816561;385.8051365
71.93;651.0327106;636.999782;387.5639205;307.0572396
71.88;797.099153;404.6461848;471.8870654;317.074018
71.83;593.6649572;326.8445668;357.030433;335.3637817
71.78;485.7603037;197.8096101;431.9112812;176.4382201
71.73;360.7215055;99.5053545;216.6662085;49.1787568
71.68;183.9348518;167.5872871;282.9487582;198.9784517
71.63;174.0536737;398.5689442;303.9056634;205.5910642
71.58;263.4890999;277.7167329;289.4826564;88.86932985
71.53;199.6763452;53.9507192;61.74285354;170.8277426
71.48;0.169242753;98.34194641;53.38538885;-33.20920172
71.43;12.04348752;103.620172;150.5440586;-86.95303536
71.38;-93.82247975;-110.0157931;-113.7693799;-24.02497166
71.33;-35.381945;-40.327999;-41.288039;-9.523299
