403.071,,,0.00712135,0.0713718,0.0948671,0.0961868,0.0967289,0.0949038,0.0955657,0.0843419
403.022,,,0.0114356,0.11461,0.152339,0.154458,0.155329,0.152398,0.153461,0.135437
402.974,,,0.0181869,0.182273,0.242277,0.245647,0.247032,0.242371,0.244061,0.215397
402.925,,,0.0286462,0.287098,0.38161,0.386919,0.389099,0.381758,0.38442,0.339272
402.876,,,0.044687,0.447863,0.595298,0.603579,0.60698,0.595527,0.599681,0.529251
402.827,,,0.0690401,0.691935,0.919718,0.932512,0.937767,0.920073,0.92649,0.817677
402.778,,,0.10564,1.05875,1.40728,1.42686,1.4349,1.40783,1.41764,1.25115
402.729,,,0.160089,1.60445,2.13262,2.16229,2.17448,2.13345,2.14833,1.89601
402.68,,,0.24027,2.40804,3.20076,3.24529,3.26358,3.202,3.22433,2.84565
402.631,,,0.357146,3.5794,4.75772,4.82391,4.85109,4.75956,4.79276,4.22987
402.582,,,0.525773,5.26941,7.00408,7.10151,7.14153,7.00678,7.05565,6.22699
402.534,,,0.766578,7.68281,10.212,10.354,10.4124,10.2159,10.2872,9.07897
402.485,,,1.10693,11.0939,14.746,14.9511,15.0354,14.7517,14.8546,13.11
402.436,,,1.58304,15.8656,21.0885,21.3818,21.5023,21.0966,21.2437,18.7487
402.387,,,2.24217,22.4715,29.8691,30.2846,30.4553,29.8806,30.089,26.5552
402.338,,,3.14523,31.5222,41.8992,42.482,42.7214,41.9154,42.2077,37.2506
402.289,,,4.3696,43.7931,58.2097,59.0195,59.3521,58.2322,58.6383,51.7515
402.24,,,6.01227,60.2563,80.0924,81.2066,81.6642,80.1233,80.6822,71.2064
402.191,,,8.19296,82.1116,109.142,110.661,111.284,109.185,109.946,97.0334
402.142,,,11.0573,110.819,147.3,149.349,150.191,147.357,148.385,130.957
402.094,,,14.7797,148.125,196.887,199.626,200.751,196.963,198.337,175.043
402.045,,,19.5653,196.088,260.639,264.265,265.754,260.739,262.558,231.722
401.996,,,25.6516,257.086,341.717,346.471,348.423,341.849,344.233,303.804
401.947,,,33.3079,333.819,443.712,449.884,452.419,443.883,446.979,394.483
401.898,,,42.8339,429.291,570.612,578.55,581.811,570.833,574.814,507.304
401.849,,,54.555,546.762,726.755,736.865,741.017,727.035,732.106,646.123
401.8,,,68.8157,689.686,916.728,929.481,934.719,917.082,923.479,815.02
401.751,,,85.97,861.61,1145.25,1161.18,1167.72,1145.69,1153.68,1018.19
401.702,,,106.368,1066.05,1416.99,1436.7,1444.79,1417.53,1427.42,1259.77
401.654,,,130.342,1306.32,1736.35,1760.51,1770.43,1737.02,1749.14,1543.71
401.605,,,158.184,1585.35,2107.25,2136.56,2148.6,2108.06,2122.76,1873.45
401.556,,,190.128,1905.51,2532.8,2568.03,2582.5,2533.77,2551.45,2251.79
401.507,,,226.328,2268.31,3015.03,3056.97,3074.2,3016.19,3037.23,2680.52
401.458,,,266.83,2674.23,3554.58,3604.03,3624.34,3555.95,3580.75,3160.21
401.409,,,311.558,3122.5,4150.42,4208.15,4231.87,4152.02,4180.98,3689.94
401.36,,,360.287,3610.87,4799.56,4866.33,4893.75,4801.41,4834.9,4267.06
401.311,,,412.633,4135.5,5496.89,5573.36,5604.77,5499.02,5537.37,4887.03
401.262,,,468.044,4690.84,6235.05,6321.79,6357.41,6237.46,6280.96,5543.29
401.214,,,525.794,5269.62,7004.36,7101.8,7141.82,7007.07,7055.94,6227.24
401.165,,,584.993,5862.93,7792.98,7901.39,7945.92,7795.99,7850.36,6928.37
401.116,,,644.602,6460.35,8587.07,8706.52,8755.59,8590.38,8650.3,7634.35
401.067,,,703.46,7050.23,9371.14,9501.51,9555.05,9374.76,9440.15,8331.44
401.018,,,760.315,7620.04,10128.5,10269.4,10327.3,10132.4,10203.1,9004.8
400.969,,,813.867,8156.76,10841.9,10992.8,11054.7,10846.1,10921.8,9639.05
400.92,,,862.82,8647.37,11494.1,11654,11719.6,11498.5,11578.7,10218.8
400.871,,,905.927,9079.4,12068.3,12236.2,12305.1,12073,12157.2,10729.4
400.822,,,942.047,9441.4,12549.5,12724.1,12795.8,12554.3,12641.9,11157.1
400.774,,,970.192,9723.48,12924.4,13104.2,13178.1,12929.4,13019.6,11490.5
400.725,,,989.577,9917.76,13182.7,13366,13441.4,13187.7,13279.7,11720.1
400.676,,,999.65,10018.7,13316.8,13502.1,13578.2,13322,13414.9,11839.4
400.627,,,1000.12,10023.4,13323.1,13508.4,13584.6,13328.2,13421.2,11844.9
400.578,,,990.976,9931.78,13201.3,13384.9,13460.4,13206.4,13298.5,11736.6
400.529,,,972.479,9746.4,12954.9,13135.1,13209.1,12959.9,13050.3,11517.6
400.48,,,945.156,9472.56,12590.9,12766.1,12838,12595.8,12683.6,11194
400.431,,,909.774,9117.95,12119.5,12288.1,12357.4,12124.2,12208.8,10774.9
400.383,,,867.3,8692.27,11553.7,11714.5,11780.5,11558.2,11638.8,10271.9
400.334,,,818.864,8206.83,10908.5,11060.2,11122.6,10912.7,10988.8,9698.22
400.285,,,765.703,7674.04,10200.3,10342.2,10400.5,10204.3,10275.4,9068.61
400.236,,,709.113,7106.89,9446.45,9577.86,9631.83,9450.09,9516.01,8398.39
400.187,,,650.394,6518.39,8664.23,8784.76,8834.26,8667.57,8728.02,7702.95
400.138,,,590.805,5921.18,7870.41,7979.9,8024.87,7873.45,7928.36,6997.21
400.089,,,531.518,5326.99,7080.62,7179.12,7219.58,7083.35,7132.76,6295.04
400.04,,,473.585,4746.38,6308.87,6396.63,6432.68,6311.3,6355.32,5608.92
399.991,,,417.912,4188.41,5567.22,5644.66,5676.47,5569.36,5608.21,4949.55
399.943,,,365.24,3660.51,4865.54,4933.22,4961.02,4867.42,4901.37,4325.72
399.894,,,316.138,3168.41,4211.43,4270.02,4294.08,4213.06,4242.45,3744.19
399.845,,,271.008,2716.1,3610.24,3660.46,3681.09,3611.63,3636.82,3209.69
399.796,,,230.088,2305.99,3065.12,3107.76,3125.27,3066.3,3087.69,2725.05
399.747,,,193.469,1938.99,2577.3,2613.16,2627.88,2578.3,2596.28,2291.36
399.698,,,161.115,1614.73,2146.3,2176.15,2188.42,2147.13,2162.1,1908.17
399.649,,,132.882,1331.78,1770.19,1794.82,1804.93,1770.88,1783.23,1573.79
399.6,,,108.544,1087.85,1445.96,1466.08,1474.34,1446.52,1456.61,1285.54
399.551,,,87.8108,880.059,1169.77,1186.04,1192.73,1170.22,1178.38,1039.99
399.503,,,70.3554,705.117,937.24,950.278,955.633,937.601,944.141,833.255
399.454,,,55.8282,559.522,743.715,754.061,758.31,744.002,749.191,661.202
399.405,,,43.8749,439.724,584.479,592.61,595.949,584.705,588.783,519.632
399.356,,,34.1495,342.254,454.923,461.251,463.85,455.098,458.272,404.45
399.307,,,26.3244,263.829,350.681,355.56,357.563,350.817,353.263,311.774
399.258,,,20.0974,201.421,267.728,271.452,272.982,267.831,269.699,238.024
399.209,,,15.196,152.297,202.433,205.249,206.406,202.511,203.924,179.974
399.16,,,11.3795,114.048,151.592,153.7,154.567,151.65,152.708,134.773
399.111,,,8.4396,84.5836,112.428,113.992,114.635,112.472,113.256,99.9546
399.063,,,6.1991,62.1287,82.5813,83.7301,84.2019,82.6132,83.1894,73.4191
399.014,,,4.50963,45.1966,60.0751,60.9108,61.2541,60.0983,60.5175,53.4099
398.965,,,3.24908,32.563,43.2826,43.8847,44.132,43.2993,43.6013,38.4805
398.916,,,2.31839,23.2354,30.8844,31.314,31.4905,30.8963,31.1118,27.4578
398.867,,,1.63839,16.4203,21.8258,22.1295,22.2542,21.8343,21.9865,19.4043
398.818,,,1.14672,11.4926,15.276,15.4885,15.5758,15.2819,15.3885,13.5811
398.769,,,0.794877,7.96643,10.589,10.7363,10.7968,10.593,10.6669,9.41414
398.72,,,0.545696,5.46909,7.26949,7.37062,7.41215,7.2723,7.32302,6.46296
398.671,,,0.371029,3.71853,4.94266,5.01142,5.03966,4.94457,4.97906,4.39429
398.623,,,0.249845,2.504,3.32831,3.37461,3.39363,3.3296,3.35282,2.95904
398.574,,,0.166625,1.66995,2.2197,2.25058,2.26326,2.22055,2.23604,1.97343
398.525,,,0.110057,1.10301,1.46612,1.48652,1.49489,1.46669,1.47692,1.30346
398.476,,,0.0719944,0.721544,0.959074,0.972415,0.977895,0.959444,0.966136,0.852667
398.427,,,0.0466431,0.467467,0.621356,0.63,0.63355,0.621596,0.625931,0.552418
398.378,,,0.0299283,0.299948,0.39869,0.404236,0.406514,0.398844,0.401626,0.354456
398.329,,,0.0190188,0.190611,0.253359,0.256884,0.258331,0.253457,0.255225,0.22525
398.28,,,0.0119699,0.119965,0.159457,0.161675,0.162587,0.159519,0.160631,0.141766
398.231,,,0.00746113,0.0747771,0.0993935,0.100776,0.101344,0.0994318,0.100125,0.088366
398.183,,,0.00460601,0.0461624,0.061359,0.0622125,0.0625631,0.0613827,0.0618108,0.0545513
